periodo,estacion,shac,codigo,nombre,año_slope,sign,sign_2,n,length_años,n_percent,lon,lat
1980-2000,Invierno,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.045999992,0.03390908241271973,1,18,20,0.9,-71.20391021,-32.8741272
1980-2000,Invierno,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.027953296500000002,0.02599465847015381,1,17,20,0.85,-71.2046332,-32.8463486
1980-2000,Invierno,SHAC_221,5426016,SAN ISIDRO PUENTE,-0.001249998749999981,1,0,18,20,0.9,-71.24692776,-32.90183931
1980-2000,Invierno,SHAC_221,5426020,LAS CRUZADAS,0.01900000569999998,0.3810744285583496,0,14,20,0.7,-71.29507,-32.93648442
1980-2000,Invierno,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,-0.022777782527777773,0.04887958988547325,1,18,20,0.9,-71.22095055,-32.90606406
1980-2000,Invierno,SHAC_222,5427011,FUNDO EL ROCIO,-0.013333347055555519,1,0,10,20,0.5,-71.24191508,-33.02675085
1980-2000,Invierno,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.020458338679166622,0.901538610458374,0,8,20,0.4,-71.190709,-33.01443184
1980-2000,Invierno,SHAC_223,5422003,A.P. LLAY LLAY (1),0.0053888896944444525,1,0,12,20,0.6,-70.96017932,-32.84360942
1980-2000,Invierno,SHAC_223,5422003,LLAY LLAY (1),0.0053888896944444525,1,0,12,20,0.6,-70.96017932,-32.84360942
1980-2000,Invierno,SHAC_223,5422005,A.P. LLAY LLAY (2),0.018124999593749996,0.22413420677185059,0,16,20,0.8,-70.95805645,-32.84472487
1980-2000,Invierno,SHAC_224,5414008,PERFIL PUTAENDO (1),1.16949985825,0.6021676063537598,0,9,20,0.45,-70.75070774,-32.69113022
1980-2000,Invierno,SHAC_224,5414009,PERFIL PUTAENDO (2),0.5603573660714289,0.7071142196655273,0,6,20,0.3,-70.74932717,-32.69690364
1980-2000,Primavera,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.028257592098484857,0.003428339958190918,1,16,20,0.8,-71.40980426,-32.92284453
1980-2000,Primavera,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.03555555475000002,0.001896500587463379,1,18,20,0.9,-71.42446573,-32.92570783
1980-2000,Primavera,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.035294122529411755,0.0035152435302734375,1,18,20,0.9,-71.43890726,-32.93143209
1980-2000,Primavera,SHAC_216,5426019,LAJARILLAS,2.450000048,1,0,2,20,0.1,-71.46630064,-32.92369858
1980-2000,Primavera,SHAC_216,5426021,TABOLANGO (1),0.059999997769230776,2.2172927856445313e-05,1,18,20,0.9,-71.36176478,-32.92720664
1980-2000,Primavera,SHAC_216,5426023,TABOLANGO (2),-0.07666669283333331,1,0,4,20,0.2,-71.36605871,-32.93105693
1980-2000,Primavera,SHAC_216,5428005,CON CON,0.19115384726923074,0.0814429521560669,0,18,20,0.9,-71.47398601,-32.92593612
1980-2000,Primavera,SHAC_216,5428006,CON CON,0.04500001674999998,0.03390908241271973,1,18,20,0.9,-71.47217409,-32.92383496
1980-2000,Primavera,SHAC_216,5428008,CON CON,0.19542613677178028,0.174033522605896,0,17,20,0.85,-71.49086356,-32.92386042
1980-2000,Primavera,SHAC_216,5428010,LAJARILLAS,0.021500016774999974,0.8339354991912842,0,9,20,0.45,-71.46550599,-32.92549965
1980-2000,Primavera,SHAC_217,5410010,FUNDO LA ESPERANZA,0.7683334350000001,0.031823158264160156,1,10,20,0.5,-70.61877795,-32.82246369
1980-2000,Primavera,SHAC_217,5410011,FUNDO LAS PENAS,0.32232114241071436,0.29450738430023193,0,9,20,0.45,-70.6532793,-32.79706589
1980-2000,Primavera,SHAC_217,5410014,MISION DE MARIA,0.9708331433333329,7.336139678955078e-4,1,16,20,0.8,-70.68086565,-32.80406714
1980-2000,Primavera,SHAC_217,5410015,FUNDO LAS VIÑAS,0.7164284839285712,0.042960166931152344,1,11,20,0.55,-70.6726185,-32.79366137
1980-2000,Primavera,SHAC_217,5410017,FUNDO LAS MERCEDES,1.2326562404687502,1.1336803436279297e-4,1,15,20,0.75,-70.64294187,-32.84634701
1980-2000,Primavera,SHAC_217,5410018,FUNDO LA QUIMERA,0.8069998420000004,0.0021535158157348633,1,15,20,0.75,-70.68087768,-32.80413913
1980-2000,Primavera,SHAC_217,5410019,FUNDO LOS PINOS,0.892999921642857,0.002557039260864258,1,16,20,0.8,-70.66409096,-32.78070632
1980-2000,Primavera,SHAC_217,5410020,FUNDO LOS CASTAÑOS,0.182000064,0.536186695098877,0,8,20,0.4,-70.69553787,-32.76236364
1980-2000,Primavera,SHAC_217,5410021,FUNDO LOS MAITENES,0.8299999249999992,5.320310592651367e-4,1,15,20,0.75,-70.67754628,-32.83996231
1980-2000,Primavera,SHAC_217,5414007,EL ASIENTO,1.60454542,0.00473940372467041,1,15,20,0.75,-70.73211114,-32.73550971
1980-2000,Primavera,SHAC_217,5415008,PERFIL SAN FELIPE,0.18299995654999998,0.0015147924423217773,1,17,20,0.85,-70.73392996,-32.73630529
1980-2000,Primavera,SHAC_218,5420009,FUNDO SAN ROQUE,0.026666667777777795,0.07980191707611084,0,14,20,0.7,-70.86215186,-32.79265447
1980-2000,Primavera,SHAC_218,5423024,ASENTAMIENTO ROMERAL,-0.037166626883333366,0.7544541954994202,0,9,20,0.45,-71.02547156,-32.82884349
1980-2000,Primavera,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.04215276815624999,0.0049288272857666016,1,13,20,0.65,-70.82913475,-32.77221762
1980-2000,Primavera,SHAC_219,5420007,HIJUELA PRINCIPAL,0.06833334758333336,0.0017771720886230469,1,14,20,0.7,-70.80895258,-32.75661954
1980-2000,Primavera,SHAC_220,5423014,FUNDO FLORENCE,0.12303030130303029,0.00311434268951416,1,14,20,0.7,-71.1212261,-32.83946724
1980-2000,Primavera,SHAC_220,5423015,RABUCO (1),0.2374091148409091,0.37269139289855957,0,12,20,0.6,-71.10740834,-32.8731217
1980-2000,Primavera,SHAC_220,5423016,PARCELA 5,0.02870370746851853,0.6504631042480469,0,17,20,0.85,-71.20547884,-32.79716832
1980-2000,Primavera,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.0054464404107142685,0.3004271984100342,0,16,20,0.8,-71.14548902,-32.82405655
1980-2000,Primavera,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.019999997928571416,0.08806014060974121,0,18,20,0.9,-71.05552522,-32.81523187
1980-2000,Primavera,SHAC_220,5423019,POZO RABUCO (2),0.010000229000000083,0.38331055641174316,0,18,20,0.9,-71.11569622,-32.86077133
1980-2000,Primavera,SHAC_220,5423020,FUNDO ESPERANZA,-0.018888897333333335,0.8043360710144043,0,15,20,0.75,-71.10214426,-32.85383952
1980-2000,Primavera,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.01500000062500001,0.015196681022644043,1,18,20,0.9,-71.15491881,-32.81383945
1980-2000,Primavera,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.016574076490740743,0.1368645429611206,0,17,20,0.85,-71.08206483,-32.82806788
1980-2000,Primavera,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.023750003140873013,0.05286109447479248,0,17,20,0.85,-71.146715,-32.80664879
1980-2000,Primavera,SHAC_220,5424006,PUCALAN DE NOGALES,0.019999981,0.07482576370239258,0,18,20,0.9,-71.19913908,-32.71654211
1980-2000,Primavera,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.1099999743333333,0.03390908241271973,1,18,20,0.9,-71.19910174,-32.7167592
1980-2000,Primavera,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.026999998100000023,0.4487180709838867,0,18,20,0.9,-71.19693963,-32.69166388
1980-2000,Primavera,SHAC_220,5424010,FUNDO EL CARMEN,-0.017692304538461538,0.06824749708175659,0,18,20,0.9,-71.17176756,-32.76189317
1980-2000,Primavera,SHAC_220,5424012,CONCHALI,0.03714285578571429,0.0035278797149658203,1,14,20,0.7,-71.15662562,-32.79431312
1980-2000,Primavera,SHAC_220,5425006,PARCELA SAN ANTONIO,0.029374996020833342,0.02599465847015381,1,17,20,0.85,-71.20516138,-32.79858071
1980-2000,Primavera,SHAC_220,5427010,A.P. OLMUE,0.024841263222222274,0.29450738430023193,0,9,20,0.45,-71.11547512,-32.82940126
1980-2000,Primavera,SHAC_221,5425004,CALLEJON ZARAVIA,0.0649998983333339,0.7554968595504761,0,11,20,0.55,-71.22723603,-32.81845292
1980-2000,Primavera,SHAC_221,5425005,CALLE SANTA MARIA,0.12657211211712188,0.024233222007751465,1,16,20,0.8,-71.22882185,-32.83661357
1980-2000,Primavera,SHAC_221,5426005,FUNDO ESMERALDA (1),-0.012678571053571428,0.06967536360025406,0,17,20,0.85,-71.25657172,-32.91750049
1980-2000,Primavera,SHAC_221,5426006,FUNDO ESMERALDA (2),-0.004062501750000003,0.6747963428497314,0,18,20,0.9,-71.25652012,-32.91757356
1980-2000,Primavera,SHAC_221,5426007,FUNDO EL PROGRESO,0.03000001745454542,0.010125875473022461,1,16,20,0.8,-71.22865304,-32.79736207
1980-2000,Primavera,SHAC_221,5426008,FUNDO SAN ANTONIO,0.1350000103333333,0.08676815032958984,0,11,20,0.55,-71.22861395,-32.79750705
1980-2000,Primavera,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.06596031965555557,0.004562264308333397,1,16,20,0.8,-71.26840097,-32.93819802
1980-2000,Primavera,SHAC_221,5426011,FUNDO ESMERALDA (3),0.022237179383974362,0.00017786026000976563,1,17,20,0.85,-71.31049787,-32.90717275
1980-2000,Primavera,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.04941666404318182,6.285905838012695e-4,1,17,20,0.85,-71.20391021,-32.8741272
1980-2000,Primavera,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.026223961974479168,0.016800522804260254,1,16,20,0.8,-71.2046332,-32.8463486
1980-2000,Primavera,SHAC_221,5426016,SAN ISIDRO PUENTE,0.012727271454545462,0.25513505935668945,0,18,20,0.9,-71.24692776,-32.90183931
1980-2000,Primavera,SHAC_221,5426020,LAS CRUZADAS,0.014545440727272728,0.32442355155944824,0,14,20,0.7,-71.29507,-32.93648442
1980-2000,Primavera,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,-0.022788463858974355,0.04354557767510414,1,17,20,0.85,-71.22095055,-32.90606406
1980-2000,Primavera,SHAC_222,5427011,FUNDO EL ROCIO,0.03755556744444443,0.3710932731628418,0,10,20,0.5,-71.24191508,-33.02675085
1980-2000,Primavera,SHAC_222,5427012,SAN CARLOS PELUMPEN,0.1247221894166667,0.10776233673095703,0,8,20,0.4,-71.190709,-33.01443184
1980-2000,Primavera,SHAC_223,5422003,A.P. LLAY LLAY (1),-0.009999990272727313,0.9453298449516296,0,12,20,0.6,-70.96017932,-32.84360942
1980-2000,Primavera,SHAC_223,5422003,LLAY LLAY (1),-0.009999990272727313,0.9453298449516296,0,12,20,0.6,-70.96017932,-32.84360942
1980-2000,Primavera,SHAC_223,5422005,A.P. LLAY LLAY (2),0.02541666479166666,0.11201715469360352,0,13,20,0.65,-70.95805645,-32.84472487
1980-2000,Primavera,SHAC_224,5414008,PERFIL PUTAENDO (1),0.9054165851785713,0.2514522075653076,0,9,20,0.45,-70.75070774,-32.69113022
1980-2000,Primavera,SHAC_224,5414009,PERFIL PUTAENDO (2),0.5538462130769227,0.25965631008148193,0,6,20,0.3,-70.74932717,-32.69690364
2000-2020,Verano,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.3281862718137255,0.003428339958190918,1,16,20,0.8,-71.40980426,-32.92284453
2000-2020,Verano,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.1571428605714286,0.0081233978271484375,1,11,20,0.55,-71.42446573,-32.92570783
2000-2020,Verano,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.2267948756153846,5.174875259399414e-4,1,20,20,1,-71.43890726,-32.93143209
2000-2020,Verano,SHAC_216,5426019,LAJARILLAS,0.16377840330397725,0.16099309921264648,0,17,20,0.85,-71.46630064,-32.92369858
2000-2020,Verano,SHAC_216,5426021,TABOLANGO (1),0.20797981395959592,6.794929504394531e-6,1,21,20,1.05,-71.36176478,-32.92720664
2000-2020,Verano,SHAC_216,5426023,TABOLANGO (2),NA,1,0,1,20,0.05,-71.36605871,-32.93105693
2000-2020,Verano,SHAC_216,5428005,CON CON,-0.08999967600000058,0.16168621182441711,0,19,20,0.95,-71.47398601,-32.92593612
2000-2020,Verano,SHAC_216,5428006,CON CON,-0.0012499988749999913,0.9284440279006958,0,10,20,0.5,-71.47217409,-32.92383496
2000-2020,Verano,SHAC_216,5428008,CON CON,0.45681816343181814,0.01786363124847412,1,20,20,1,-71.49086356,-32.92386042
2000-2020,Verano,SHAC_216,5428010,LAJARILLAS,0.34133334160000006,5.1021575927734375e-5,1,14,20,0.7,-71.46550599,-32.92549965
2000-2020,Verano,SHAC_217,5410011,FUNDO LAS PENAS,1.8665612915625014,0.0027695894241333008,1,8,20,0.4,-70.6532793,-32.79706589
2000-2020,Verano,SHAC_217,5410014,MISION DE MARIA,0.8114385639999999,0.13734710216522217,0,16,20,0.8,-70.68086565,-32.80406714
2000-2020,Verano,SHAC_217,5410015,FUNDO LAS VIÑAS,0.6471429550000002,0.19821059703826904,0,15,20,0.75,-70.6726185,-32.79366137
2000-2020,Verano,SHAC_217,5410017,FUNDO LAS MERCEDES,-0.8974990849999998,0.7071142196655273,0,6,20,0.3,-70.64294187,-32.84634701
2000-2020,Verano,SHAC_217,5410018,FUNDO LA QUIMERA,0.8153570723214284,0.06378662586212158,0,17,20,0.85,-70.68087768,-32.80413913
2000-2020,Verano,SHAC_217,5410019,FUNDO LOS PINOS,0.7136365718181817,0.16112494468688965,0,11,20,0.55,-70.66409096,-32.78070632
2000-2020,Verano,SHAC_217,5410020,FUNDO LOS CASTAÑOS,1.1364285607142857,7.650852203369141e-4,1,15,20,0.75,-70.69553787,-32.76236364
2000-2020,Verano,SHAC_217,5410021,FUNDO LOS MAITENES,0.8600006100000002,0.04776120185852051,1,15,20,0.75,-70.67754628,-32.83996231
2000-2020,Verano,SHAC_217,5410023,POZO MARTINEZ,1.2753330226666661,0.45237040519714355,0,6,20,0.3,-70.71461418,-32.77690421
2000-2020,Verano,SHAC_217,5414007,EL ASIENTO,2.6671428671428576,0.07363831996917725,0,10,20,0.5,-70.73211114,-32.73550971
2000-2020,Verano,SHAC_217,5415008,PERFIL SAN FELIPE,0.4911459139895832,1.9061565399169922e-4,1,20,20,1,-70.73392996,-32.73630529
2000-2020,Verano,SHAC_218,5420009,FUNDO SAN ROQUE,0.013636372272727253,0.5193268060684204,0,18,20,0.9,-70.86215186,-32.79265447
2000-2020,Verano,SHAC_218,5423024,ASENTAMIENTO ROMERAL,0.0025000125000000095,1,0,2,20,0.1,-71.02547156,-32.82884349
2000-2020,Verano,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.008452372964285693,0.6197147369384766,0,16,20,0.8,-70.82913475,-32.77221762
2000-2020,Verano,SHAC_219,5420007,HIJUELA PRINCIPAL,-0.0019999980000000583,1,0,10,20,0.5,-70.80895258,-32.75661954
2000-2020,Verano,SHAC_220,5423014,FUNDO FLORENCE,-0.25083333262499996,1,0,5,20,0.25,-71.1212261,-32.83946724
2000-2020,Verano,SHAC_220,5423015,RABUCO (1),0.010000109749999986,0.8325920104980469,0,21,20,1.05,-71.10740834,-32.8731217
2000-2020,Verano,SHAC_220,5423016,PARCELA 5,0.06615384723076922,0.7425568103790283,0,14,20,0.7,-71.20547884,-32.79716832
2000-2020,Verano,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.023333332966666676,0.21568870544433594,0,21,20,1.05,-71.14548902,-32.82405655
2000-2020,Verano,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.027272728363636357,1.0132789611816406e-5,1,19,20,0.95,-71.05552522,-32.81523187
2000-2020,Verano,SHAC_220,5423019,POZO RABUCO (2),0.034328703527777726,0.012198686599731445,1,21,20,1.05,-71.11569622,-32.86077133
2000-2020,Verano,SHAC_220,5423020,FUNDO ESPERANZA,NA,1,0,1,20,0.05,-71.10214426,-32.85383952
2000-2020,Verano,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.06119047746428572,0.008706092834472656,1,13,20,0.65,-71.15491881,-32.81383945
2000-2020,Verano,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.031111107888888885,0.027802228927612305,1,18,20,0.9,-71.08206483,-32.82806788
2000-2020,Verano,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.00999999060000003,0.46151697635650635,0,19,20,0.95,-71.146715,-32.80664879
2000-2020,Verano,SHAC_220,5424006,PUCALAN DE NOGALES,0.2694117707058824,0.02944815158843994,1,15,20,0.75,-71.19913908,-32.71654211
2000-2020,Verano,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.08639861445804198,0.21568870544433594,0,21,20,1.05,-71.19910174,-32.7167592
2000-2020,Verano,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.1470454529090909,0.02111220359802246,1,20,20,1,-71.19693963,-32.69166388
2000-2020,Verano,SHAC_220,5424010,FUNDO EL CARMEN,0.08666667011111112,8.9168548583984375e-05,1,19,20,0.95,-71.17176756,-32.76189317
2000-2020,Verano,SHAC_220,5424012,CONCHALI,0.096666654,0.02927255630493164,1,11,20,0.55,-71.15662562,-32.79431312
2000-2020,Verano,SHAC_220,5425006,PARCELA SAN ANTONIO,0.024210522052631574,0.017358779907226563,1,19,20,0.95,-71.20516138,-32.79858071
2000-2020,Verano,SHAC_220,5427010,A.P. OLMUE,0.19923074430769228,0.07150542736053467,0,7,20,0.35,-71.11547512,-32.82940126
2000-2020,Verano,SHAC_221,5425004,CALLEJON ZARAVIA,-0.0029999730000000112,1,0,18,20,0.9,-71.22723603,-32.81845292
2000-2020,Verano,SHAC_221,5425005,CALLE SANTA MARIA,-0.49250006749999997,0.3675207495689392,0,7,20,0.35,-71.22882185,-32.83661357
2000-2020,Verano,SHAC_221,5426005,FUNDO ESMERALDA (1),0.05699999929999999,3.814697265625e-6,1,21,20,1.05,-71.25657172,-32.91750049
2000-2020,Verano,SHAC_221,5426006,FUNDO ESMERALDA (2),0.06585714415714286,3.457069396972656e-5,1,21,20,1.05,-71.25652012,-32.91757356
2000-2020,Verano,SHAC_221,5426007,FUNDO EL PROGRESO,0.08877621373076924,8.027553558349609e-4,1,21,20,1.05,-71.22865304,-32.79736207
2000-2020,Verano,SHAC_221,5426008,FUNDO SAN ANTONIO,-0.07818680939560443,0.0796167403459549,0,20,20,1,-71.22861395,-32.79750705
2000-2020,Verano,SHAC_221,5426009,ASENTAMIENTO EL CAJON,0.053750000874999995,0.018395185470581055,1,14,20,0.7,-71.26840097,-32.93819802
2000-2020,Verano,SHAC_221,5426011,FUNDO ESMERALDA (3),0.06083332991666667,0.7554968595504761,0,11,20,0.55,-71.31049787,-32.90717275
2000-2020,Verano,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.09833332891666663,0.007899641990661621,1,16,20,0.8,-71.20391021,-32.8741272
2000-2020,Verano,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.03999999175000002,0.009897589683532715,1,18,20,0.9,-71.2046332,-32.8463486
2000-2020,Verano,SHAC_221,5426016,SAN ISIDRO PUENTE,0.05645833909374999,0.016793370246887207,1,17,20,0.85,-71.24692776,-32.90183931
2000-2020,Verano,SHAC_221,5426020,LAS CRUZADAS,0.4186666488666667,1.430511474609375e-5,1,19,20,0.95,-71.29507,-32.93648442
2000-2020,Verano,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,0.021666665875,0.25564396381378174,0,20,20,1,-71.22095055,-32.90606406
2000-2020,Verano,SHAC_222,5427011,FUNDO EL ROCIO,0.2850000859999997,0.07150542736053467,0,7,20,0.35,-71.24191508,-33.02675085
2000-2020,Verano,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.022499978749999983,1,0,6,20,0.3,-71.190709,-33.01443184
2000-2020,Verano,SHAC_223,5422003,A.P. LLAY LLAY (1),0.12166665000000003,0.003662705421447754,1,14,20,0.7,-70.96017932,-32.84360942
2000-2020,Verano,SHAC_223,5422003,LLAY LLAY (1),0.12166665000000003,0.003662705421447754,1,14,20,0.7,-70.96017932,-32.84360942
2000-2020,Verano,SHAC_223,5422005,A.P. LLAY LLAY (2),0.0530769183076923,0.7071142196655273,0,6,20,0.3,-70.95805645,-32.84472487
2000-2020,Verano,SHAC_224,5414008,PERFIL PUTAENDO (1),1.2908925325000002,0.0012689828872680664,1,12,20,0.6,-70.75070774,-32.69113022
2000-2020,Verano,SHAC_224,5414009,PERFIL PUTAENDO (2),0.7988887366666665,0.37305307388305664,0,15,20,0.75,-70.74932717,-32.69690364
2000-2020,Otoño,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.37041668099999997,6.651878356933594e-5,1,19,20,0.95,-71.40980426,-32.92284453
2000-2020,Otoño,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.2200000284999999,6.767511367797852e-4,1,10,20,0.5,-71.42446573,-32.92570783
2000-2020,Otoño,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.29446154148076925,1.5735626220703125e-5,1,21,20,1.05,-71.43890726,-32.93143209
2000-2020,Otoño,SHAC_216,5426019,LAJARILLAS,0.19130950597023816,0.027376770973205566,1,16,20,0.8,-71.46630064,-32.92369858
2000-2020,Otoño,SHAC_216,5426021,TABOLANGO (1),0.2380555453888889,4.76837158203125e-7,1,21,20,1.05,-71.36176478,-32.92720664
2000-2020,Otoño,SHAC_216,5428005,CON CON,-0.011394225639423109,0.721176266670227,0,20,20,1,-71.47398601,-32.92593612
2000-2020,Otoño,SHAC_216,5428006,CON CON,0.11142856728571429,0.1524062156677246,0,10,20,0.5,-71.47217409,-32.92383496
2000-2020,Otoño,SHAC_216,5428008,CON CON,0.49636029019669126,0.007198333740234375,1,21,20,1.05,-71.49086356,-32.92386042
2000-2020,Otoño,SHAC_216,5428010,LAJARILLAS,0.42937500775000004,5.4836273193359375e-6,1,18,20,0.9,-71.46550599,-32.92549965
2000-2020,Otoño,SHAC_217,5410011,FUNDO LAS PENAS,2.013571057857143,0.07150542736053467,0,7,20,0.35,-70.6532793,-32.79706589
2000-2020,Otoño,SHAC_217,5410014,MISION DE MARIA,1.204059113014706,0.0034481287002563477,1,17,20,0.85,-70.68086565,-32.80406714
2000-2020,Otoño,SHAC_217,5410015,FUNDO LAS VIÑAS,1.105096094217033,0.027376770973205566,1,16,20,0.8,-70.6726185,-32.79366137
2000-2020,Otoño,SHAC_217,5410017,FUNDO LAS MERCEDES,-0.7059989934999997,0.10776229202747345,0,8,20,0.4,-70.64294187,-32.84634701
2000-2020,Otoño,SHAC_217,5410018,FUNDO LA QUIMERA,1.5961113506944447,1.2767314910888672e-4,1,17,20,0.85,-70.68087768,-32.80413913
2000-2020,Otoño,SHAC_217,5410019,FUNDO LOS PINOS,0.5516667370833334,0.10051822662353516,0,14,20,0.7,-70.66409096,-32.78070632
2000-2020,Otoño,SHAC_217,5410020,FUNDO LOS CASTAÑOS,0.5787496574999995,0.02944815158843994,1,15,20,0.75,-70.69553787,-32.76236364
2000-2020,Otoño,SHAC_217,5410021,FUNDO LOS MAITENES,0.17475051800000047,0.49946117401123047,0,16,20,0.8,-70.67754628,-32.83996231
2000-2020,Otoño,SHAC_217,5410023,POZO MARTINEZ,1.4686668393333335,0.45237040519714355,0,6,20,0.3,-70.71461418,-32.77690421
2000-2020,Otoño,SHAC_217,5414007,EL ASIENTO,1.0722723877272722,0.2284398078918457,0,14,20,0.7,-70.73211114,-32.73550971
2000-2020,Otoño,SHAC_217,5415008,PERFIL SAN FELIPE,0.48700004813750003,7.62939453125e-5,1,21,20,1.05,-70.73392996,-32.73630529
2000-2020,Otoño,SHAC_218,5420009,FUNDO SAN ROQUE,0.0029285726047619206,0.9278178215026855,0,21,20,1.05,-70.86215186,-32.79265447
2000-2020,Otoño,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.019374996437499986,0.14172601699829102,0,19,20,0.95,-70.82913475,-32.77221762
2000-2020,Otoño,SHAC_219,5420007,HIJUELA PRINCIPAL,0.007562488362500041,1,0,13,20,0.65,-70.80895258,-32.75661954
2000-2020,Otoño,SHAC_220,5423014,FUNDO FLORENCE,0.08866664571666669,0.5021581649780273,0,13,20,0.65,-71.1212261,-32.83946724
2000-2020,Otoño,SHAC_220,5423015,RABUCO (1),0.08062499760000005,0.4684171676635742,0,21,20,1.05,-71.10740834,-32.8731217
2000-2020,Otoño,SHAC_220,5423016,PARCELA 5,0.061428572428571415,0.37305307388305664,0,15,20,0.75,-71.20547884,-32.79716832
2000-2020,Otoño,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.03208332754166669,0.01444709300994873,1,21,20,1.05,-71.14548902,-32.82405655
2000-2020,Otoño,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.04972221459722223,0.0011034011840820313,1,21,20,1.05,-71.05552522,-32.81523187
2000-2020,Otoño,SHAC_220,5423019,POZO RABUCO (2),0.0756403500771929,7.748603820800781e-6,1,21,20,1.05,-71.11569622,-32.86077133
2000-2020,Otoño,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.06000000232857144,0.0018616914749145508,1,13,20,0.65,-71.15491881,-32.81383945
2000-2020,Otoño,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.04899999903333333,0.0014410018920898438,1,18,20,0.9,-71.08206483,-32.82806788
2000-2020,Otoño,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.061500002750000046,0.0025502443313598633,1,20,20,1,-71.146715,-32.80664879
2000-2020,Otoño,SHAC_220,5424006,PUCALAN DE NOGALES,0.3644444412777778,0.0024437904357910156,1,18,20,0.9,-71.19913908,-32.71654211
2000-2020,Otoño,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.16524436149154134,0.010374307632446289,1,20,20,1,-71.19910174,-32.7167592
2000-2020,Otoño,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.22294872274198718,0.004762768745422363,1,20,20,1,-71.19693963,-32.69166388
2000-2020,Otoño,SHAC_220,5424010,FUNDO EL CARMEN,0.04454546081818181,0.032726168632507324,1,19,20,0.95,-71.17176756,-32.76189317
2000-2020,Otoño,SHAC_220,5424012,CONCHALI,0.13399996759999996,5.984306335449219e-5,1,15,20,0.75,-71.15662562,-32.79431312
2000-2020,Otoño,SHAC_220,5425006,PARCELA SAN ANTONIO,0.015156249372767864,0.284321665763855,0,20,20,1,-71.20516138,-32.79858071
2000-2020,Otoño,SHAC_220,5427010,A.P. OLMUE,0.13230769449999996,0.2757577896118164,0,11,20,0.55,-71.11547512,-32.82940126
2000-2020,Otoño,SHAC_221,5425004,CALLEJON ZARAVIA,0.07166663833333331,0.06904435157775879,0,18,20,0.9,-71.22723603,-32.81845292
2000-2020,Otoño,SHAC_221,5425005,CALLE SANTA MARIA,-0.5174994435000002,0.035447899252176285,1,8,20,0.4,-71.22882185,-32.83661357
2000-2020,Otoño,SHAC_221,5426005,FUNDO ESMERALDA (1),0.05328571652857143,4.494190216064453e-5,1,21,20,1.05,-71.25657172,-32.91750049
2000-2020,Otoño,SHAC_221,5426006,FUNDO ESMERALDA (2),0.0678321652395105,2.384185791015625e-6,1,21,20,1.05,-71.25652012,-32.91757356
