periodo,estacion,shac,codigo,nombre,año_slope,sign,sign_2,n,length_años,n_percent,lon,lat
2000-2020,Otoño,SHAC_221,5426007,FUNDO EL PROGRESO,0.09365384853846154,0.005997419357299805,1,21,20,1.05,-71.22865304,-32.79736207
2000-2020,Otoño,SHAC_221,5426008,FUNDO SAN ANTONIO,-0.030227254818181892,0.6264962553977966,0,20,20,1,-71.22861395,-32.79750705
2000-2020,Otoño,SHAC_221,5426009,ASENTAMIENTO EL CAJON,0.1188749946875,0.02166736125946045,1,16,20,0.8,-71.26840097,-32.93819802
2000-2020,Otoño,SHAC_221,5426011,FUNDO ESMERALDA (3),-0.03549999590000001,0.7544541954994202,0,9,20,0.45,-71.31049787,-32.90717275
2000-2020,Otoño,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.1402381091547619,0.004562258720397949,1,16,20,0.8,-71.20391021,-32.8741272
2000-2020,Otoño,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.010662400963675208,0.1834472417831421,0,20,20,1,-71.2046332,-32.8463486
2000-2020,Otoño,SHAC_221,5426016,SAN ISIDRO PUENTE,0.11666666966666668,0.0011240243911743164,1,18,20,0.9,-71.24692776,-32.90183931
2000-2020,Otoño,SHAC_221,5426020,LAS CRUZADAS,0.717750000875,1.9073486328125e-6,1,20,20,1,-71.29507,-32.93648442
2000-2020,Otoño,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,0.045707074689393945,0.01786363124847412,1,20,20,1,-71.22095055,-32.90606406
2000-2020,Otoño,SHAC_222,5427011,FUNDO EL ROCIO,0.05416669949999996,0.17530810832977295,0,9,20,0.45,-71.24191508,-33.02675085
2000-2020,Otoño,SHAC_222,5427012,SAN CARLOS PELUMPEN,0.050937516993750015,0.3480825424194336,0,9,20,0.45,-71.190709,-33.01443184
2000-2020,Otoño,SHAC_223,5422003,A.P. LLAY LLAY (1),0.0943969280997807,9.729862213134766e-4,1,17,20,0.85,-70.96017932,-32.84360942
2000-2020,Otoño,SHAC_223,5422003,LLAY LLAY (1),0.0943969280997807,9.729862213134766e-4,1,17,20,0.85,-70.96017932,-32.84360942
2000-2020,Otoño,SHAC_223,5422005,A.P. LLAY LLAY (2),0.09000000353846153,0.06028914451599121,0,6,20,0.3,-70.95805645,-32.84472487
2000-2020,Otoño,SHAC_224,5414008,PERFIL PUTAENDO (1),1.3570831620833321,8.480548858642578e-4,1,17,20,0.85,-70.75070774,-32.69113022
2000-2020,Otoño,SHAC_224,5414009,PERFIL PUTAENDO (2),1.0699996941666672,0.037666916847229004,1,15,20,0.75,-70.74932717,-32.69690364
2000-2020,Invierno,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.38875001572500006,1.863241195678711e-4,1,16,20,0.8,-71.40980426,-32.92284453
2000-2020,Invierno,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.19951388154166666,0.009374737739562988,1,8,20,0.4,-71.42446573,-32.92570783
2000-2020,Invierno,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.23555553622222225,1.7881393432617188e-05,1,21,20,1.05,-71.43890726,-32.93143209
2000-2020,Invierno,SHAC_216,5426019,LAJARILLAS,0.14574174924175826,0.004479050636291504,1,17,20,0.85,-71.46630064,-32.92369858
2000-2020,Invierno,SHAC_216,5426021,TABOLANGO (1),0.24187500775,1.5974044799804688e-05,1,20,20,1,-71.36176478,-32.92720664
2000-2020,Invierno,SHAC_216,5426023,TABOLANGO (2),NA,1,0,1,20,0.05,-71.36605871,-32.93105693
2000-2020,Invierno,SHAC_216,5428005,CON CON,-0.021999979000000013,0.59467613697052,0,18,20,0.9,-71.47398601,-32.92593612
2000-2020,Invierno,SHAC_216,5428006,CON CON,0.02100000390000001,0.7876157760620117,0,10,20,0.5,-71.47217409,-32.92383496
2000-2020,Invierno,SHAC_216,5428008,CON CON,0.25550000964999997,0.021248221397399902,1,20,20,1,-71.49086356,-32.92386042
2000-2020,Invierno,SHAC_216,5428010,LAJARILLAS,0.4337272796,2.856254577636719e-4,1,17,20,0.85,-71.46550599,-32.92549965
2000-2020,Invierno,SHAC_217,5410011,FUNDO LAS PENAS,2.053412513015873,0.0031919479370117188,1,12,20,0.6,-70.6532793,-32.79706589
2000-2020,Invierno,SHAC_217,5410014,MISION DE MARIA,1.2268095109047619,0.006025791168212891,1,16,20,0.8,-70.68086565,-32.80406714
2000-2020,Invierno,SHAC_217,5410015,FUNDO LAS VIÑAS,0.925000187500002,0.010279536247253418,1,16,20,0.8,-70.6726185,-32.79366137
2000-2020,Invierno,SHAC_217,5410017,FUNDO LAS MERCEDES,0.035000801666666824,1,0,6,20,0.3,-70.64294187,-32.84634701
2000-2020,Invierno,SHAC_217,5410018,FUNDO LA QUIMERA,1.3664286478571428,0.0016546249389648438,1,18,20,0.9,-70.68087768,-32.80413913
2000-2020,Invierno,SHAC_217,5410019,FUNDO LOS PINOS,0.26979160250000034,0.42771053314208984,0,13,20,0.65,-70.66409096,-32.78070632
2000-2020,Invierno,SHAC_217,5410020,FUNDO LOS CASTAÑOS,0.9654165897916671,0.009455323219299316,1,17,20,0.85,-70.69553787,-32.76236364
2000-2020,Invierno,SHAC_217,5410021,FUNDO LOS MAITENES,0.4800000885714277,0.32442355155944824,0,14,20,0.7,-70.67754628,-32.83996231
2000-2020,Invierno,SHAC_217,5410023,POZO MARTINEZ,1.6944444438888884,0.45237040519714355,0,6,20,0.3,-70.71461418,-32.77690421
2000-2020,Invierno,SHAC_217,5414007,EL ASIENTO,0.6100006100000002,0.16112494468688965,0,11,20,0.55,-70.73211114,-32.73550971
2000-2020,Invierno,SHAC_217,5415008,PERFIL SAN FELIPE,0.46375001456565657,2.0623207092285156e-5,1,21,20,1.05,-70.73392996,-32.73630529
2000-2020,Invierno,SHAC_218,5420009,FUNDO SAN ROQUE,0.03464284103571431,0.00714564323425293,1,21,20,1.05,-70.86215186,-32.79265447
2000-2020,Invierno,SHAC_218,5423024,ASENTAMIENTO ROMERAL,NA,1,0,1,20,0.05,-71.02547156,-32.82884349
2000-2020,Invierno,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.023333346833333303,0.03815948963165283,1,16,20,0.8,-70.82913475,-32.77221762
2000-2020,Invierno,SHAC_219,5420007,HIJUELA PRINCIPAL,0.08899998670000002,0.2996654510498047,0,13,20,0.65,-70.80895258,-32.75661954
2000-2020,Invierno,SHAC_220,5423014,FUNDO FLORENCE,0.05933333243333328,0.6021676063537598,0,9,20,0.45,-71.1212261,-32.83946724
2000-2020,Invierno,SHAC_220,5423015,RABUCO (1),0.04500007650000004,0.4555354118347168,0,20,20,1,-71.10740834,-32.8731217
2000-2020,Invierno,SHAC_220,5423016,PARCELA 5,0.01999999849999999,0.8430852890014648,0,15,20,0.75,-71.20547884,-32.79716832
2000-2020,Invierno,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),-0.00908334057500001,0.2901204228401184,0,21,20,1.05,-71.14548902,-32.82405655
2000-2020,Invierno,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.03803570992857143,0.00384521484375,1,20,20,1,-71.05552522,-32.81523187
2000-2020,Invierno,SHAC_220,5423019,POZO RABUCO (2),0.026614587159090874,0.020063281059265137,1,21,20,1.05,-71.11569622,-32.86077133
2000-2020,Invierno,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.030439560571428582,0.2514522075653076,0,9,20,0.45,-71.15491881,-32.81383945
2000-2020,Invierno,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.0099999905,0.5959124565124512,0,18,20,0.9,-71.08206483,-32.82806788
2000-2020,Invierno,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.0073333311222222195,0.6494983434677124,0,20,20,1,-71.146715,-32.80664879
2000-2020,Invierno,SHAC_220,5424006,PUCALAN DE NOGALES,0.1706250049375,0.10051822662353516,0,14,20,0.7,-71.19913908,-32.71654211
2000-2020,Invierno,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.11406250296875001,0.023526906967163086,1,21,20,1.05,-71.19910174,-32.7167592
2000-2020,Invierno,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.19875001175000007,0.002289295196533203,1,21,20,1.05,-71.19693963,-32.69166388
2000-2020,Invierno,SHAC_220,5424010,FUNDO EL CARMEN,0.04431818303030303,0.0014868974685668945,1,17,20,0.85,-71.17176756,-32.76189317
2000-2020,Invierno,SHAC_220,5424012,CONCHALI,0.06958332925946971,0.032735586166381836,1,13,20,0.65,-71.15662562,-32.79431312
2000-2020,Invierno,SHAC_220,5425006,PARCELA SAN ANTONIO,0.009868416332706766,0.563813328742981,0,17,20,0.85,-71.20516138,-32.79858071
2000-2020,Invierno,SHAC_220,5427010,A.P. OLMUE,0.15545454890909086,0.16112494468688965,0,11,20,0.55,-71.11547512,-32.82940126
2000-2020,Invierno,SHAC_221,5425004,CALLEJON ZARAVIA,-0.03500000666666677,0.3630203604698181,0,19,20,0.95,-71.22723603,-32.81845292
2000-2020,Invierno,SHAC_221,5425005,CALLE SANTA MARIA,0.14650001539999966,0.26551032066345215,0,8,20,0.4,-71.22882185,-32.83661357
2000-2020,Invierno,SHAC_221,5426005,FUNDO ESMERALDA (1),0.005085226990056818,0.39703369140625,0,21,20,1.05,-71.25657172,-32.91750049
2000-2020,Invierno,SHAC_221,5426006,FUNDO ESMERALDA (2),0.010500011000000021,0.05245339870452881,0,21,20,1.05,-71.25652012,-32.91757356
2000-2020,Invierno,SHAC_221,5426007,FUNDO EL PROGRESO,0.10527777841666668,0.0011034011840820313,1,21,20,1.05,-71.22865304,-32.79736207
2000-2020,Invierno,SHAC_221,5426008,FUNDO SAN ANTONIO,-0.013125017312499987,0.7048534154891968,0,18,20,0.9,-71.22861395,-32.79750705
2000-2020,Invierno,SHAC_221,5426009,ASENTAMIENTO EL CAJON,0.004010417140624995,0.7177062034606934,0,16,20,0.8,-71.26840097,-32.93819802
2000-2020,Invierno,SHAC_221,5426011,FUNDO ESMERALDA (3),0.02166666583333336,1,0,7,20,0.35,-71.31049787,-32.90717275
2000-2020,Invierno,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.06499999762499997,0.03390908241271973,1,18,20,0.9,-71.20391021,-32.8741272
2000-2020,Invierno,SHAC_221,5426015,PARCELA 12 LA CRUZ,-0.006969695757575761,0.7702877521514893,0,20,20,1,-71.2046332,-32.8463486
2000-2020,Invierno,SHAC_221,5426016,SAN ISIDRO PUENTE,0.041388882555555555,0.006387591361999512,1,18,20,0.9,-71.24692776,-32.90183931
2000-2020,Invierno,SHAC_221,5426020,LAS CRUZADAS,0.1920000076,2.048015594482422e-4,1,19,20,0.95,-71.29507,-32.93648442
2000-2020,Invierno,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,0.016124997987499994,0.31856632232666016,0,21,20,1.05,-71.22095055,-32.90606406
2000-2020,Invierno,SHAC_222,5427011,FUNDO EL ROCIO,0.2777777777777778,0.0626981258392334,0,14,20,0.7,-71.24191508,-33.02675085
2000-2020,Invierno,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.04053573949107143,0.38647621870040894,0,8,20,0.4,-71.190709,-33.01443184
2000-2020,Invierno,SHAC_223,5422003,A.P. LLAY LLAY (1),0.07208332897222222,0.004479050636291504,1,17,20,0.85,-70.96017932,-32.84360942
2000-2020,Invierno,SHAC_223,5422003,LLAY LLAY (1),0.07208332897222222,0.004479050636291504,1,17,20,0.85,-70.96017932,-32.84360942
2000-2020,Invierno,SHAC_223,5422005,A.P. LLAY LLAY (2),0.065,1,0,5,20,0.25,-70.95805645,-32.84472487
2000-2020,Invierno,SHAC_224,5414008,PERFIL PUTAENDO (1),1.145000076,0.008594989776611328,1,14,20,0.7,-70.75070774,-32.69113022
2000-2020,Invierno,SHAC_224,5414009,PERFIL PUTAENDO (2),1.1831820946590912,0.032735586166381836,1,13,20,0.65,-70.74932717,-32.69690364
2000-2020,Primavera,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.39499998085416665,3.3867359161376953e-4,1,17,20,0.85,-71.40980426,-32.92284453
2000-2020,Primavera,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.13293956598351647,0.03544795513153076,1,8,20,0.4,-71.42446573,-32.92570783
2000-2020,Primavera,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.25712417658660136,2.5033950805664063e-06,1,20,20,1,-71.43890726,-32.93143209
2000-2020,Primavera,SHAC_216,5426019,LAJARILLAS,0.2220454504526515,0.013277530670166016,1,16,20,0.8,-71.46630064,-32.92369858
2000-2020,Primavera,SHAC_216,5426021,TABOLANGO (1),0.2456547476160714,1.3113021850585938e-06,1,20,20,1,-71.36176478,-32.92720664
2000-2020,Primavera,SHAC_216,5428005,CON CON,-0.043308081070707105,0.09141284972429276,0,20,20,1,-71.47398601,-32.92593612
2000-2020,Primavera,SHAC_216,5428006,CON CON,0.046249985749999944,0.2757577896118164,0,11,20,0.55,-71.47217409,-32.92383496
2000-2020,Primavera,SHAC_216,5428008,CON CON,0.28957148789285725,0.007198333740234375,1,21,20,1.05,-71.49086356,-32.92386042
2000-2020,Primavera,SHAC_216,5428010,LAJARILLAS,0.3717329630852272,2.205371856689453e-5,1,17,20,0.85,-71.46550599,-32.92549965
2000-2020,Primavera,SHAC_217,5410011,FUNDO LAS PENAS,3.333999824,0.004878520965576172,1,9,20,0.45,-70.6532793,-32.79706589
2000-2020,Primavera,SHAC_217,5410014,MISION DE MARIA,1.1286666866666668,0.06003832817077637,0,15,20,0.75,-70.68086565,-32.80406714
2000-2020,Primavera,SHAC_217,5410015,FUNDO LAS VIÑAS,0.7350006100000002,0.06003832817077637,0,15,20,0.75,-70.6726185,-32.79366137
2000-2020,Primavera,SHAC_217,5410017,FUNDO LAS MERCEDES,-0.6599998450000015,1,0,7,20,0.35,-70.64294187,-32.84634701
2000-2020,Primavera,SHAC_217,5410018,FUNDO LA QUIMERA,1.4080682976785714,0.0025502443313598633,1,20,20,1,-70.68087768,-32.80413913
2000-2020,Primavera,SHAC_217,5410019,FUNDO LOS PINOS,0.5085713521428578,0.10051822662353516,0,14,20,0.7,-70.66409096,-32.78070632
2000-2020,Primavera,SHAC_217,5410020,FUNDO LOS CASTAÑOS,1.018333435,0.001896500587463379,1,18,20,0.9,-70.69553787,-32.76236364
2000-2020,Primavera,SHAC_217,5410021,FUNDO LOS MAITENES,0.895000185714286,0.01179349422454834,1,14,20,0.7,-70.67754628,-32.83996231
2000-2020,Primavera,SHAC_217,5410023,POZO MARTINEZ,1.9016670650000005,0.22955620288848877,0,7,20,0.35,-70.71461418,-32.77690421
2000-2020,Primavera,SHAC_217,5414007,EL ASIENTO,0.27333323000000104,0.3810744285583496,0,14,20,0.7,-70.73211114,-32.73550971
2000-2020,Primavera,SHAC_217,5415008,PERFIL SAN FELIPE,0.5662037424574076,1.1920928955078125e-5,1,20,20,1,-70.73392996,-32.73630529
2000-2020,Primavera,SHAC_218,5420009,FUNDO SAN ROQUE,0.013129362699300682,0.36476588249206543,0,21,20,1.05,-70.86215186,-32.79265447
2000-2020,Primavera,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.01112499541250006,0.4580284357070923,0,17,20,0.85,-70.82913475,-32.77221762
2000-2020,Primavera,SHAC_219,5420007,HIJUELA PRINCIPAL,0.01879467927232141,0.9453299045562744,0,12,20,0.6,-70.80895258,-32.75661954
2000-2020,Primavera,SHAC_220,5423014,FUNDO FLORENCE,0.14881246088750005,0.536186695098877,0,8,20,0.4,-71.1212261,-32.83946724
2000-2020,Primavera,SHAC_220,5423015,RABUCO (1),0.14105262401417007,0.25096583366394043,0,21,20,1.05,-71.10740834,-32.8731217
2000-2020,Primavera,SHAC_220,5423016,PARCELA 5,-0.0012499997500000012,0.9562761783599854,0,14,20,0.7,-71.20547884,-32.79716832
2000-2020,Primavera,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.005294114338235286,0.721176266670227,0,20,20,1,-71.14548902,-32.82405655
2000-2020,Primavera,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.03522727197979797,0.04385864734649658,1,20,20,1,-71.05552522,-32.81523187
2000-2020,Primavera,SHAC_220,5423019,POZO RABUCO (2),0.02149724961401099,0.005997419357299805,1,21,20,1.05,-71.11569622,-32.86077133
2000-2020,Primavera,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.029722230249999995,0.5371338129043579,0,12,20,0.6,-71.15491881,-32.81383945
2000-2020,Primavera,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.022083329569444428,0.010584831237792969,1,17,20,0.85,-71.08206483,-32.82806788
2000-2020,Primavera,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.013730160702380983,0.3811873197555542,0,21,20,1.05,-71.146715,-32.80664879
2000-2020,Primavera,SHAC_220,5424006,PUCALAN DE NOGALES,0.09749998900000001,0.2762784957885742,0,15,20,0.75,-71.19913908,-32.71654211
2000-2020,Primavera,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.10799992082500016,0.010265946388244629,1,21,20,1.05,-71.19910174,-32.7167592
2000-2020,Primavera,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.1081249952499999,0.05711805820465088,0,21,20,1.05,-71.19693963,-32.69166388
2000-2020,Primavera,SHAC_220,5424010,FUNDO EL CARMEN,0.06628787737121211,8.8214874267578125e-06,1,20,20,1,-71.17176756,-32.76189317
2000-2020,Primavera,SHAC_220,5424012,CONCHALI,0.10491072487499997,0.002794981002807617,1,13,20,0.65,-71.15662562,-32.79431312
2000-2020,Primavera,SHAC_220,5425006,PARCELA SAN ANTONIO,0.004923077509615383,0.7702877521514893,0,20,20,1,-71.20516138,-32.79858071
2000-2020,Primavera,SHAC_220,5427010,A.P. OLMUE,0.1516667602500002,0.37269139289855957,0,12,20,0.6,-71.11547512,-32.82940126
2000-2020,Primavera,SHAC_221,5425004,CALLEJON ZARAVIA,0.04944446333333355,0.3814786672592163,0,19,20,0.95,-71.22723603,-32.81845292
2000-2020,Primavera,SHAC_221,5425005,CALLE SANTA MARIA,-0.09316674851666643,0.465512216091156,0,9,20,0.45,-71.22882185,-32.83661357
2000-2020,Primavera,SHAC_221,5426005,FUNDO ESMERALDA (1),0.03435606253409091,0.0011698007583618164,1,20,20,1,-71.25657172,-32.91750049
2000-2020,Primavera,SHAC_221,5426006,FUNDO ESMERALDA (2),0.037136362995454544,3.981590270996094e-5,1,21,20,1.05,-71.25652012,-32.91757356
2000-2020,Primavera,SHAC_221,5426007,FUNDO EL PROGRESO,0.1065384699423077,9.799003601074219e-5,1,21,20,1.05,-71.22865304,-32.79736207
2000-2020,Primavera,SHAC_221,5426008,FUNDO SAN ANTONIO,0.0046153802628205644,0.871131420135498,0,20,20,1,-71.22861395,-32.79750705
2000-2020,Primavera,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.003750000187499991,0.8430852293968201,0,15,20,0.75,-71.26840097,-32.93819802
2000-2020,Primavera,SHAC_221,5426011,FUNDO ESMERALDA (3),-0.027500011062499996,0.5915050506591797,0,10,20,0.5,-71.31049787,-32.90717275
2000-2020,Primavera,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.03222223127777779,0.02944815158843994,1,15,20,0.75,-71.20391021,-32.8741272
2000-2020,Primavera,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.004687499281250007,0.8887056112289429,0,19,20,0.95,-71.2046332,-32.8463486
2000-2020,Primavera,SHAC_221,5426016,SAN ISIDRO PUENTE,0.050416668249999984,5.288124084472656e-4,1,19,20,0.95,-71.24692776,-32.90183931
2000-2020,Primavera,SHAC_221,5426020,LAS CRUZADAS,0.28071429046428575,5.6743621826171875e-5,1,19,20,0.95,-71.29507,-32.93648442
2000-2020,Primavera,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,0.015669639678571427,0.14429199695587158,0,20,20,1,-71.22095055,-32.90606406
2000-2020,Primavera,SHAC_222,5427011,FUNDO EL ROCIO,0.3416666985000001,0.15462970733642578,0,14,20,0.7,-71.24191508,-33.02675085
2000-2020,Primavera,SHAC_222,5427012,SAN CARLOS PELUMPEN,0.009500002649999928,0.9169652462005615,0,9,20,0.45,-71.190709,-33.01443184
2000-2020,Primavera,SHAC_223,5422003,A.P. LLAY LLAY (1),0.04403846216923076,0.02902042865753174,1,17,20,0.85,-70.96017932,-32.84360942
2000-2020,Primavera,SHAC_223,5422003,LLAY LLAY (1),0.04403846216923076,0.02902042865753174,1,17,20,0.85,-70.96017932,-32.84360942
2000-2020,Primavera,SHAC_223,5422005,A.P. LLAY LLAY (2),0.1467948801698718,1,0,5,20,0.25,-70.95805645,-32.84472487
2000-2020,Primavera,SHAC_224,5414008,PERFIL PUTAENDO (1),1.469999314999999,3.6656856536865234e-4,1,15,20,0.75,-70.75070774,-32.69113022
2000-2020,Primavera,SHAC_224,5414009,PERFIL PUTAENDO (2),1.3825001724999986,0.018395185470581055,1,14,20,0.7,-70.74932717,-32.69690364
2000-2010,Verano,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),-0.09499997891666664,0.5361867547035217,0,8,10,0.8,-71.40980426,-32.92284453
2000-2010,Verano,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.32499992850000003,1,0,3,10,0.3,-71.42446573,-32.92570783
2000-2010,Verano,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.1680000304,0.042960166931152344,1,11,10,1.1,-71.43890726,-32.93143209
2000-2010,Verano,SHAC_216,5426019,LAJARILLAS,-0.11442857301428572,0.1178509071469307,0,9,10,0.9,-71.46630064,-32.92369858
2000-2010,Verano,SHAC_216,5426021,TABOLANGO (1),0.1544444296666667,0.02927255630493164,1,11,10,1.1,-71.36176478,-32.92720664
2000-2010,Verano,SHAC_216,5426023,TABOLANGO (2),NA,1,0,1,10,0.1,-71.36605871,-32.93105693
2000-2010,Verano,SHAC_216,5428005,CON CON,-0.3377777735555555,0.005069311708211899,1,11,10,1.1,-71.47398601,-32.92593612
2000-2010,Verano,SHAC_216,5428006,CON CON,-0.0012499988749999913,0.9284440279006958,0,10,10,1,-71.47217409,-32.92383496
2000-2010,Verano,SHAC_216,5428008,CON CON,-0.16999999683333344,0.10740465670824051,0,10,10,1,-71.49086356,-32.92386042
2000-2010,Verano,SHAC_216,5428010,LAJARILLAS,0.13250005249999997,0.13285493850708008,0,6,10,0.6,-71.46550599,-32.92549965
2000-2010,Verano,SHAC_217,5410011,FUNDO LAS PENAS,0.47875022875000006,1,0,3,10,0.3,-70.6532793,-32.79706589
2000-2010,Verano,SHAC_217,5410014,MISION DE MARIA,-1.194999695,0.029272517189383507,1,11,10,1.1,-70.68086565,-32.80406714
2000-2010,Verano,SHAC_217,5410015,FUNDO LAS VIÑAS,-0.8685711457142854,0.03182312473654747,1,10,10,1,-70.6726185,-32.79366137
2000-2010,Verano,SHAC_217,5410017,FUNDO LAS MERCEDES,-0.8974990849999998,0.7071142196655273,0,6,10,0.6,-70.64294187,-32.84634701
2000-2010,Verano,SHAC_217,5410018,FUNDO LA QUIMERA,-0.6325001712500002,0.16112497448921204,0,11,10,1.1,-70.68087768,-32.80413913
2000-2010,Verano,SHAC_217,5410019,FUNDO LOS PINOS,-0.00214270920634934,1,0,9,10,0.9,-70.66409096,-32.78070632
2000-2010,Verano,SHAC_217,5410020,FUNDO LOS CASTAÑOS,0.38250017000000014,0.6021676063537598,0,9,10,0.9,-70.69553787,-32.76236364
2000-2010,Verano,SHAC_217,5410021,FUNDO LOS MAITENES,-0.5583330783333338,0.47427433729171753,0,10,10,1,-70.67754628,-32.83996231
2000-2010,Verano,SHAC_217,5414007,EL ASIENTO,-0.050000190000000444,1,0,7,10,0.7,-70.73211114,-32.73550971
2000-2010,Verano,SHAC_217,5415008,PERFIL SAN FELIPE,-0.01642857285714288,0.47427433729171753,0,10,10,1,-70.73392996,-32.73630529
2000-2010,Verano,SHAC_218,5420009,FUNDO SAN ROQUE,-0.014583349291666658,1,0,8,10,0.8,-70.86215186,-32.79265447
2000-2010,Verano,SHAC_218,5423024,ASENTAMIENTO ROMERAL,NA,1,0,1,10,0.1,-71.02547156,-32.82884349
2000-2010,Verano,SHAC_219,5420006,FUNDO SANTA ADRIANA,8.333326666667418e-4,1,0,9,10,0.9,-70.82913475,-32.77221762
2000-2010,Verano,SHAC_219,5420007,HIJUELA PRINCIPAL,-0.10714285714285714,0.5480055809020996,0,7,10,0.7,-70.80895258,-32.75661954
2000-2010,Verano,SHAC_220,5423014,FUNDO FLORENCE,-0.3908332586666666,1,0,4,10,0.4,-71.1212261,-32.83946724
2000-2010,Verano,SHAC_220,5423015,RABUCO (1),-0.18333339666666681,6.139056058600545e-4,1,11,10,1.1,-71.10740834,-32.8731217
2000-2010,Verano,SHAC_220,5423016,PARCELA 5,-0.01714285785714286,0.37109333276748657,0,10,10,1,-71.20547884,-32.79716832
2000-2010,Verano,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.03333334133333329,0.5334165096282959,0,11,10,1.1,-71.14548902,-32.82405655
2000-2010,Verano,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.025999998999999985,0.01951754093170166,1,11,10,1.1,-71.05552522,-32.81523187
2000-2010,Verano,SHAC_220,5423019,POZO RABUCO (2),0.030714273428571408,0.2757577896118164,0,11,10,1.1,-71.11569622,-32.86077133
2000-2010,Verano,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.06750000525,0.17530810832977295,0,9,10,0.9,-71.15491881,-32.81383945
2000-2010,Verano,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.021428567999999988,0.6962153911590576,0,11,10,1.1,-71.08206483,-32.82806788
2000-2010,Verano,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),-0.04599998000000003,0.418961763381958,0,10,10,1,-71.146715,-32.80664879
2000-2010,Verano,SHAC_220,5424006,PUCALAN DE NOGALES,0.05250003925000002,0.6021676063537598,0,9,10,0.9,-71.19913908,-32.71654211
2000-2010,Verano,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.050000032000000104,0.6404287815093994,0,11,10,1.1,-71.19910174,-32.7167592
2000-2010,Verano,SHAC_220,5424008,ASENTAMIENTO EL MELON,-0.0420000076,0.48219168186187744,0,11,10,1.1,-71.19693963,-32.69166388
2000-2010,Verano,SHAC_220,5424010,FUNDO EL CARMEN,0.022857146571428566,0.2757577896118164,0,11,10,1.1,-71.17176756,-32.76189317
2000-2010,Verano,SHAC_220,5424012,CONCHALI,0.1100001340000003,0.25965631008148193,0,6,10,0.6,-71.15662562,-32.79431312
2000-2010,Verano,SHAC_220,5425006,PARCELA SAN ANTONIO,0.09050000889999985,0.17530810832977295,0,9,10,0.9,-71.20516138,-32.79858071
2000-2010,Verano,SHAC_220,5427010,A.P. OLMUE,0.06083339462499989,1,0,5,10,0.5,-71.11547512,-32.82940126
2000-2010,Verano,SHAC_221,5425004,CALLEJON ZARAVIA,0.15999985000000017,0.4742743968963623,0,10,10,1,-71.22723603,-32.81845292
2000-2010,Verano,SHAC_221,5425005,CALLE SANTA MARIA,-0.49250006749999997,0.3675207495689392,0,7,10,0.7,-71.22882185,-32.83661357
2000-2010,Verano,SHAC_221,5426005,FUNDO ESMERALDA (1),0.020000010999999984,0.00997006893157959,1,11,10,1.1,-71.25657172,-32.91750049
2000-2010,Verano,SHAC_221,5426006,FUNDO ESMERALDA (2),0.0033333303333333473,0.75404953956604,0,11,10,1.1,-71.25652012,-32.91757356
