periodo,estacion,shac,codigo,nombre,año_slope,sign,sign_2,n,años_totales,percent,lon,lat
1982-2000,Primavera,SHAC_217,5415008,PERFIL SAN FELIPE,0.18299995654999998,0.0015147924423217773,1,17,19,0.8947368421052632,-70.7339299,-32.7363052
1982-2000,Verano,SHAC_218,5420009,FUNDO SAN ROQUE,0.021333344799999966,0.24372220039367676,0,12,19,0.631578947368421,-70.8621518,-32.7926544
1982-2000,Otoño,SHAC_218,5420009,FUNDO SAN ROQUE,0.03179487500000007,0.16055583953857422,0,13,19,0.6842105263157895,-70.8621518,-32.7926544
1982-2000,Invierno,SHAC_218,5420009,FUNDO SAN ROQUE,0.009999990500000016,0.5112203359603882,0,14,19,0.7368421052631579,-70.8621518,-32.7926544
1982-2000,Primavera,SHAC_218,5420009,FUNDO SAN ROQUE,0.026666667777777795,0.07980191707611084,0,14,19,0.7368421052631579,-70.8621518,-32.7926544
1982-2000,Verano,SHAC_218,5423024,ASENTAMIENTO ROMERAL,-0.030138810347222135,0.901538610458374,0,8,19,0.42105263157894735,-71.0254715,-32.8288434
1982-2000,Otoño,SHAC_218,5423024,ASENTAMIENTO ROMERAL,0.07142857142857142,0.21049761772155762,0,10,19,0.5263157894736842,-71.0254715,-32.8288434
1982-2000,Invierno,SHAC_218,5423024,ASENTAMIENTO ROMERAL,-0.2276190801428571,0.1524062603712082,0,10,19,0.5263157894736842,-71.0254715,-32.8288434
1982-2000,Primavera,SHAC_218,5423024,ASENTAMIENTO ROMERAL,-0.037166626883333366,0.7544541954994202,0,9,19,0.47368421052631576,-71.0254715,-32.8288434
1982-2000,Verano,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.029499995699999993,0.01179349422454834,1,14,19,0.7368421052631579,-70.8291347,-32.7722176
1982-2000,Otoño,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.020000012766666676,0.042208075523376465,1,15,19,0.7894736842105263,-70.8291347,-32.7722176
1982-2000,Invierno,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.02166668549999991,0.01868307590484619,1,18,19,0.9473684210526315,-70.8291347,-32.7722176
1982-2000,Primavera,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.04215276815624999,0.0049288272857666016,1,13,19,0.6842105263157895,-70.8291347,-32.7722176
1982-2000,Verano,SHAC_219,5420007,HIJUELA PRINCIPAL,0.07000002401190475,0.12720370292663574,0,13,19,0.6842105263157895,-70.8089525,-32.7566195
1982-2000,Otoño,SHAC_219,5420007,HIJUELA PRINCIPAL,0.07233334376666663,0.008594989776611328,1,14,19,0.7368421052631579,-70.8089525,-32.7566195
1982-2000,Invierno,SHAC_219,5420007,HIJUELA PRINCIPAL,0.017825859733974353,0.5829505920410156,0,13,19,0.6842105263157895,-70.8089525,-32.7566195
1982-2000,Primavera,SHAC_219,5420007,HIJUELA PRINCIPAL,0.06833334758333336,0.0017771720886230469,1,14,19,0.7368421052631579,-70.8089525,-32.7566195
1982-2000,Verano,SHAC_220,5423014,FUNDO FLORENCE,0.035277781129629635,0.3480825424194336,0,9,19,0.47368421052631576,-71.1212261,-32.8394672
1982-2000,Otoño,SHAC_220,5423014,FUNDO FLORENCE,0.07333333283333332,0.016006112098693848,1,14,19,0.7368421052631579,-71.1212261,-32.8394672
1982-2000,Invierno,SHAC_220,5423014,FUNDO FLORENCE,0.09222221377777778,0.1658567190170288,0,15,19,0.7894736842105263,-71.1212261,-32.8394672
1982-2000,Primavera,SHAC_220,5423014,FUNDO FLORENCE,0.12303030130303029,0.00311434268951416,1,14,19,0.7368421052631579,-71.1212261,-32.8394672
1982-2000,Verano,SHAC_220,5423015,RABUCO (1),0.35374996062499997,0.4742743968963623,0,10,19,0.5263157894736842,-71.1074083,-32.8731216
1982-2000,Otoño,SHAC_220,5423015,RABUCO (1),0.024999975999999924,0.4362748861312866,0,11,19,0.5789473684210527,-71.1074083,-32.8731216
1982-2000,Invierno,SHAC_220,5423015,RABUCO (1),0.28666667144444435,0.2757577896118164,0,11,19,0.5789473684210527,-71.1074083,-32.8731216
1982-2000,Primavera,SHAC_220,5423015,RABUCO (1),0.2374091148409091,0.37269139289855957,0,12,19,0.631578947368421,-71.1074083,-32.8731216
1982-2000,Verano,SHAC_220,5423016,PARCELA 5,0.09749999975,0.0626981258392334,0,14,19,0.7368421052631579,-71.2054788,-32.7971683
1982-2000,Otoño,SHAC_220,5423016,PARCELA 5,-0.020000000833333347,1,0,15,19,0.7894736842105263,-71.2054788,-32.7971683
1982-2000,Invierno,SHAC_220,5423016,PARCELA 5,-0.03291667495833335,0.5923012495040894,0,17,19,0.8947368421052632,-71.2054788,-32.7971683
1982-2000,Primavera,SHAC_220,5423016,PARCELA 5,0.02870370746851853,0.6504631042480469,0,17,19,0.8947368421052632,-71.2054788,-32.7971683
1982-2000,Verano,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.015777775977777787,0.15074968338012695,0,15,19,0.7894736842105263,-71.145489,-32.8240565
1982-2000,Otoño,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.004861108138888895,0.13708782196044922,0,17,19,0.8947368421052632,-71.145489,-32.8240565
1982-2000,Invierno,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),-0.0033333301121794747,0.7415351867675781,0,17,19,0.8947368421052632,-71.145489,-32.8240565
1982-2000,Primavera,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.0054464404107142685,0.3004271984100342,0,16,19,0.8421052631578947,-71.145489,-32.8240565
1982-2000,Verano,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.019285715785714284,0.04776120185852051,1,15,19,0.7894736842105263,-71.0555252,-32.8152318
1982-2000,Otoño,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.029500000764285716,0.027376770973205566,1,16,19,0.8421052631578947,-71.0555252,-32.8152318
1982-2000,Invierno,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.022240260009740248,0.22413420677185059,0,16,19,0.8421052631578947,-71.0555252,-32.8152318
1982-2000,Primavera,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.019999997928571416,0.08806014060974121,0,18,19,0.9473684210526315,-71.0555252,-32.8152318
1982-2000,Verano,SHAC_220,5423019,POZO RABUCO (2),0.006388882819444497,0.05253493785858154,0,15,19,0.7894736842105263,-71.1156962,-32.8607713
1982-2000,Otoño,SHAC_220,5423019,POZO RABUCO (2),0.0241666633958334,0.05747222900390625,0,17,19,0.8947368421052632,-71.1156962,-32.8607713
1982-2000,Invierno,SHAC_220,5423019,POZO RABUCO (2),0.01154758808333338,0.21615064144134521,0,17,19,0.8947368421052632,-71.1156962,-32.8607713
1982-2000,Primavera,SHAC_220,5423019,POZO RABUCO (2),0.010000229000000083,0.38331055641174316,0,18,19,0.9473684210526315,-71.1156962,-32.8607713
1982-2000,Verano,SHAC_220,5423020,FUNDO ESPERANZA,0.025000015833333517,0.8266658782958984,0,14,19,0.7368421052631579,-71.1021442,-32.8538395
1982-2000,Otoño,SHAC_220,5423020,FUNDO ESPERANZA,-0.032083319263888854,0.6853286027908325,0,16,19,0.8421052631578947,-71.1021442,-32.8538395
1982-2000,Invierno,SHAC_220,5423020,FUNDO ESPERANZA,-0.05333334148737372,0.17872199416160583,0,13,19,0.6842105263157895,-71.1021442,-32.8538395
1982-2000,Primavera,SHAC_220,5423020,FUNDO ESPERANZA,-0.018888897333333335,0.8043360710144043,0,15,19,0.7894736842105263,-71.1021442,-32.8538395
1982-2000,Verano,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.02181818272727272,0.019872307777404785,1,15,19,0.7894736842105263,-71.1549188,-32.8138394
1982-2000,Otoño,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.015479164780555561,0.06920075416564941,0,17,19,0.8947368421052632,-71.1549188,-32.8138394
1982-2000,Invierno,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.029583332458333344,0.011506080627441406,1,15,19,0.7894736842105263,-71.1549188,-32.8138394
1982-2000,Primavera,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.01500000062500001,0.015196681022644043,1,18,19,0.9473684210526315,-71.1549188,-32.8138394
1982-2000,Verano,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.023148148148148154,0.01753067970275879,1,15,19,0.7894736842105263,-71.0820648,-32.8280678
1982-2000,Otoño,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.010000001250000001,0.16028082370758057,0,17,19,0.8947368421052632,-71.0820648,-32.8280678
1982-2000,Invierno,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.025000000999999994,0.04354560375213623,1,17,19,0.8947368421052632,-71.0820648,-32.8280678
1982-2000,Primavera,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.016574076490740743,0.1368645429611206,0,17,19,0.8947368421052632,-71.0820648,-32.8280678
1982-2000,Verano,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.028749992500000002,0.042208075523376465,1,15,19,0.7894736842105263,-71.146715,-32.8066487
1982-2000,Otoño,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.02746031588888889,0.011608719825744629,1,16,19,0.8421052631578947,-71.146715,-32.8066487
1982-2000,Invierno,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.022083327166666666,0.5194960832595825,0,15,19,0.7894736842105263,-71.146715,-32.8066487
1982-2000,Primavera,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.023750003140873013,0.05286109447479248,0,17,19,0.8947368421052632,-71.146715,-32.8066487
1982-2000,Verano,SHAC_220,5424006,PUCALAN DE NOGALES,0.021111110666666672,0.32442355155944824,0,14,19,0.7368421052631579,-71.199139,-32.7165421
1982-2000,Otoño,SHAC_220,5424006,PUCALAN DE NOGALES,0.006041663979166657,0.4418761730194092,0,16,19,0.8421052631578947,-71.199139,-32.7165421
1982-2000,Invierno,SHAC_220,5424006,PUCALAN DE NOGALES,0.022499995875000005,0.09574663639068604,0,16,19,0.8421052631578947,-71.199139,-32.7165421
1982-2000,Primavera,SHAC_220,5424006,PUCALAN DE NOGALES,0.019999981,0.07482576370239258,0,18,19,0.9473684210526315,-71.199139,-32.7165421
1982-2000,Verano,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.09468748522916672,0.22413420677185059,0,16,19,0.8421052631578947,-71.1991017,-32.7167592
1982-2000,Otoño,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.12812504175000006,0.04887962341308594,1,18,19,0.9473684210526315,-71.1991017,-32.7167592
1982-2000,Invierno,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.16926283141987178,0.06967532634735107,0,17,19,0.8947368421052632,-71.1991017,-32.7167592
1982-2000,Primavera,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.1099999743333333,0.03390908241271973,1,18,19,0.9473684210526315,-71.1991017,-32.7167592
1982-2000,Verano,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.015500003133333306,0.3810744285583496,0,14,19,0.7368421052631579,-71.1969396,-32.6916638
1982-2000,Otoño,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.19292856990476193,0.162805438041687,0,16,19,0.8421052631578947,-71.1969396,-32.6916638
1982-2000,Invierno,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.07153845858547009,0.26035046577453613,0,16,19,0.8421052631578947,-71.1969396,-32.6916638
1982-2000,Primavera,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.026999998100000023,0.4487180709838867,0,18,19,0.9473684210526315,-71.1969396,-32.6916638
1982-2000,Verano,SHAC_220,5424010,FUNDO EL CARMEN,-4.444446666666657e-4,1,0,14,19,0.7368421052631579,-71.1717675,-32.7618931
1982-2000,Otoño,SHAC_220,5424010,FUNDO EL CARMEN,0.01107142657142857,0.5583509206771851,0,16,19,0.8421052631578947,-71.1717675,-32.7618931
1982-2000,Invierno,SHAC_220,5424010,FUNDO EL CARMEN,-0.014374999937500004,0.3923143744468689,0,16,19,0.8421052631578947,-71.1717675,-32.7618931
1982-2000,Primavera,SHAC_220,5424010,FUNDO EL CARMEN,-0.017692304538461538,0.06824749708175659,0,18,19,0.9473684210526315,-71.1717675,-32.7618931
1982-2000,Verano,SHAC_220,5424012,CONCHALI,0.08833333646666663,0.08647119998931885,0,12,19,0.631578947368421,-71.1566256,-32.7943131
1982-2000,Otoño,SHAC_220,5424012,CONCHALI,0.006249994000000009,0.6545878648757935,0,15,19,0.7894736842105263,-71.1566256,-32.7943131
1982-2000,Invierno,SHAC_220,5424012,CONCHALI,0.025364585773674245,0.39231443405151367,0,16,19,0.8421052631578947,-71.1566256,-32.7943131
1982-2000,Primavera,SHAC_220,5424012,CONCHALI,0.03714285578571429,0.0035278797149658203,1,14,19,0.7368421052631579,-71.1566256,-32.7943131
1982-2000,Verano,SHAC_220,5425006,PARCELA SAN ANTONIO,0.03000000116666668,0.4284803867340088,0,15,19,0.7894736842105263,-71.2051613,-32.7985807
1982-2000,Otoño,SHAC_220,5425006,PARCELA SAN ANTONIO,0.028090905099999987,0.02599465847015381,1,17,19,0.8947368421052632,-71.2051613,-32.7985807
1982-2000,Invierno,SHAC_220,5425006,PARCELA SAN ANTONIO,0.00999998211111117,0.16099309921264648,0,17,19,0.8947368421052632,-71.2051613,-32.7985807
1982-2000,Primavera,SHAC_220,5425006,PARCELA SAN ANTONIO,0.029374996020833342,0.02599465847015381,1,17,19,0.8947368421052632,-71.2051613,-32.7985807
1982-2000,Verano,SHAC_220,5427010,A.P. OLMUE,0.11183980893073592,0.01648867130279541,1,9,19,0.47368421052631576,-71.1154751,-32.8294012
1982-2000,Otoño,SHAC_220,5427010,A.P. OLMUE,0.049629599962962935,0.1524062156677246,0,10,19,0.5263157894736842,-71.1154751,-32.8294012
1982-2000,Invierno,SHAC_220,5427010,A.P. OLMUE,0.013333320499999838,0.5915050506591797,0,10,19,0.5263157894736842,-71.1154751,-32.8294012
1982-2000,Primavera,SHAC_220,5427010,A.P. OLMUE,0.024841263222222274,0.29450738430023193,0,9,19,0.47368421052631576,-71.1154751,-32.8294012
1982-2000,Verano,SHAC_221,5425004,CALLEJON ZARAVIA,0.11500013000000076,0.17530810832977295,0,9,19,0.47368421052631576,-71.227236,-32.8184529
1982-2000,Otoño,SHAC_221,5425004,CALLEJON ZARAVIA,0.08916656166666659,0.04909801483154297,1,10,19,0.5263157894736842,-71.227236,-32.8184529
1982-2000,Invierno,SHAC_221,5425004,CALLEJON ZARAVIA,0.07666667333333284,0.6404287815093994,0,11,19,0.5789473684210527,-71.227236,-32.8184529
1982-2000,Primavera,SHAC_221,5425004,CALLEJON ZARAVIA,0.0649998983333339,0.7554968595504761,0,11,19,0.5789473684210527,-71.227236,-32.8184529
1982-2000,Verano,SHAC_221,5425005,CALLE SANTA MARIA,0.09518518273148145,0.09950876235961914,0,13,19,0.6842105263157895,-71.2288218,-32.8366135
1982-2000,Otoño,SHAC_221,5425005,CALLE SANTA MARIA,0.07555558955555558,0.0010901689529418945,1,15,19,0.7894736842105263,-71.2288218,-32.8366135
1982-2000,Invierno,SHAC_221,5425005,CALLE SANTA MARIA,0.05514282841428569,0.2660517692565918,0,17,19,0.8947368421052632,-71.2288218,-32.8366135
1982-2000,Primavera,SHAC_221,5425005,CALLE SANTA MARIA,0.12657211211712188,0.024233222007751465,1,16,19,0.8421052631578947,-71.2288218,-32.8366135
1982-2000,Verano,SHAC_221,5426005,FUNDO ESMERALDA (1),-0.0011904750714285697,0.9211586713790894,0,15,19,0.7894736842105263,-71.2565717,-32.9175004
1982-2000,Otoño,SHAC_221,5426005,FUNDO ESMERALDA (1),-0.0019090891121212135,0.773080050945282,0,17,19,0.8947368421052632,-71.2565717,-32.9175004
1982-2000,Invierno,SHAC_221,5426005,FUNDO ESMERALDA (1),-0.014060457314052288,0.018875546753406525,1,17,19,0.8947368421052632,-71.2565717,-32.9175004
1982-2000,Primavera,SHAC_221,5426005,FUNDO ESMERALDA (1),-0.012678571053571428,0.06967536360025406,0,17,19,0.8947368421052632,-71.2565717,-32.9175004
1982-2000,Verano,SHAC_221,5426006,FUNDO ESMERALDA (2),0.007833333833333322,0.6206907033920288,0,15,19,0.7894736842105263,-71.2565201,-32.9175735
1982-2000,Otoño,SHAC_221,5426006,FUNDO ESMERALDA (2),-0.009743588897435894,0.32229965925216675,0,15,19,0.7894736842105263,-71.2565201,-32.9175735
1982-2000,Invierno,SHAC_221,5426006,FUNDO ESMERALDA (2),-0.013541667819444438,0.05286114662885666,0,17,19,0.8947368421052632,-71.2565201,-32.9175735
1982-2000,Primavera,SHAC_221,5426006,FUNDO ESMERALDA (2),-0.004062501750000003,0.6747963428497314,0,18,19,0.9473684210526315,-71.2565201,-32.9175735
1982-2000,Verano,SHAC_221,5426007,FUNDO EL PROGRESO,0.024444444955555554,0.0626981258392334,0,14,19,0.7368421052631579,-71.228653,-32.797362
1982-2000,Otoño,SHAC_221,5426007,FUNDO EL PROGRESO,0.01500000062500001,0.21545779705047607,0,15,19,0.7894736842105263,-71.228653,-32.797362
1982-2000,Invierno,SHAC_221,5426007,FUNDO EL PROGRESO,0.014642861642857129,0.26523923873901367,0,17,19,0.8947368421052632,-71.228653,-32.797362
1982-2000,Primavera,SHAC_221,5426007,FUNDO EL PROGRESO,0.03000001745454542,0.010125875473022461,1,16,19,0.8421052631578947,-71.228653,-32.797362
1982-2000,Verano,SHAC_221,5426008,FUNDO SAN ANTONIO,0.31166664750000006,0.020044684410095215,1,10,19,0.5263157894736842,-71.2286139,-32.797507
1982-2000,Otoño,SHAC_221,5426008,FUNDO SAN ANTONIO,0.18124999525000002,0.04760396480560303,1,9,19,0.47368421052631576,-71.2286139,-32.797507
1982-2000,Invierno,SHAC_221,5426008,FUNDO SAN ANTONIO,0.044999976750000045,0.7833642959594727,0,12,19,0.631578947368421,-71.2286139,-32.797507
1982-2000,Primavera,SHAC_221,5426008,FUNDO SAN ANTONIO,0.1350000103333333,0.08676815032958984,0,11,19,0.5789473684210527,-71.2286139,-32.797507
1982-2000,Verano,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.049696972878787896,0.06676224619150162,0,15,19,0.7894736842105263,-71.2684009,-32.938198
1982-2000,Otoño,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.046452379814285724,0.08678758144378662,0,16,19,0.8421052631578947,-71.2684009,-32.938198
1982-2000,Invierno,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.054999997946428576,0.04736725240945816,1,16,19,0.8421052631578947,-71.2684009,-32.938198
1982-2000,Primavera,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.06596031965555557,0.004562264308333397,1,16,19,0.8421052631578947,-71.2684009,-32.938198
1982-2000,Verano,SHAC_221,5426011,FUNDO ESMERALDA (3),0.01939393942424242,0.016006112098693848,1,14,19,0.7368421052631579,-71.3104978,-32.9071727
1982-2000,Otoño,SHAC_221,5426011,FUNDO ESMERALDA (3),0.017847222375,0.05286109447479248,0,17,19,0.8947368421052632,-71.3104978,-32.9071727
1982-2000,Invierno,SHAC_221,5426011,FUNDO ESMERALDA (3),0.017333331700000003,0.1494654417037964,0,18,19,0.9473684210526315,-71.3104978,-32.9071727
1982-2000,Primavera,SHAC_221,5426011,FUNDO ESMERALDA (3),0.022237179383974362,0.00017786026000976563,1,17,19,0.8947368421052632,-71.3104978,-32.9071727
1982-2000,Verano,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.0740000009,5.320310592651367e-4,1,15,19,0.7894736842105263,-71.2039102,-32.8741271
1982-2000,Otoño,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.0658823462352941,0.0015392303466796875,1,15,19,0.7894736842105263,-71.2039102,-32.8741271
1982-2000,Invierno,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.045999992,0.03390908241271973,1,18,19,0.9473684210526315,-71.2039102,-32.8741271
1982-2000,Primavera,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.04941666404318182,6.285905838012695e-4,1,17,19,0.8947368421052632,-71.2039102,-32.8741271
1982-2000,Verano,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.01874999699999999,0.15074968338012695,0,15,19,0.7894736842105263,-71.2046332,-32.8463486
1982-2000,Otoño,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.026499998095833338,0.002005338668823242,1,17,19,0.8947368421052632,-71.2046332,-32.8463486
1982-2000,Invierno,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.027953296500000002,0.02599465847015381,1,17,19,0.8947368421052632,-71.2046332,-32.8463486
1982-2000,Primavera,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.026223961974479168,0.016800522804260254,1,16,19,0.8421052631578947,-71.2046332,-32.8463486
1982-2000,Verano,SHAC_221,5426016,SAN ISIDRO PUENTE,0.02999997149999989,0.04776120185852051,1,15,19,0.7894736842105263,-71.2469277,-32.9018393
1982-2000,Otoño,SHAC_221,5426016,SAN ISIDRO PUENTE,0.032350420123931634,0.0833519697189331,0,17,19,0.8947368421052632,-71.2469277,-32.9018393
1982-2000,Invierno,SHAC_221,5426016,SAN ISIDRO PUENTE,-0.001249998749999981,1,0,18,19,0.9473684210526315,-71.2469277,-32.9018393
1982-2000,Primavera,SHAC_221,5426016,SAN ISIDRO PUENTE,0.012727271454545462,0.25513505935668945,0,18,19,0.9473684210526315,-71.2469277,-32.9018393
1982-2000,Verano,SHAC_221,5426020,LAS CRUZADAS,0.01662498414999994,0.5829505920410156,0,13,19,0.6842105263157895,-71.2950699,-32.9364844
1982-2000,Otoño,SHAC_221,5426020,LAS CRUZADAS,-0.00902776591666669,0.5829505324363708,0,13,19,0.6842105263157895,-71.2950699,-32.9364844
1982-2000,Invierno,SHAC_221,5426020,LAS CRUZADAS,0.01900000569999998,0.3810744285583496,0,14,19,0.7368421052631579,-71.2950699,-32.9364844
1982-2000,Primavera,SHAC_221,5426020,LAS CRUZADAS,0.014545440727272728,0.32442355155944824,0,14,19,0.7368421052631579,-71.2950699,-32.9364844
1982-2000,Verano,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,-0.004166668583333322,0.7425568103790283,0,14,19,0.7368421052631579,-71.2209505,-32.906064
1982-2000,Otoño,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,-0.010476190404761903,0.49946117401123047,0,16,19,0.8421052631578947,-71.2209505,-32.906064
1982-2000,Invierno,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,-0.022777782527777773,0.04887958988547325,1,18,19,0.9473684210526315,-71.2209505,-32.906064
1982-2000,Primavera,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,-0.022788463858974355,0.04354557767510414,1,17,19,0.8947368421052632,-71.2209505,-32.906064
1982-2000,Verano,SHAC_222,5427011,FUNDO EL ROCIO,0.09305560577777813,0.2514522075653076,0,9,19,0.47368421052631576,-71.241915,-33.0267508
1982-2000,Otoño,SHAC_222,5427011,FUNDO EL ROCIO,0.10499997925000011,0.32323622703552246,0,10,19,0.5263157894736842,-71.241915,-33.0267508
1982-2000,Invierno,SHAC_222,5427011,FUNDO EL ROCIO,-0.013333347055555519,1,0,10,19,0.5263157894736842,-71.241915,-33.0267508
1982-2000,Primavera,SHAC_222,5427011,FUNDO EL ROCIO,0.03755556744444443,0.3710932731628418,0,10,19,0.5263157894736842,-71.241915,-33.0267508
1982-2000,Verano,SHAC_222,5427012,SAN CARLOS PELUMPEN,0.08716666698333325,1,0,5,19,0.2631578947368421,-71.190709,-33.0144318
1982-2000,Otoño,SHAC_222,5427012,SAN CARLOS PELUMPEN,0.0879999858821429,0.2514522075653076,0,9,19,0.47368421052631576,-71.190709,-33.0144318
1982-2000,Invierno,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.020458338679166622,0.901538610458374,0,8,19,0.42105263157894735,-71.190709,-33.0144318
1982-2000,Primavera,SHAC_222,5427012,SAN CARLOS PELUMPEN,0.1247221894166667,0.10776233673095703,0,8,19,0.42105263157894735,-71.190709,-33.0144318
1982-2000,Verano,SHAC_223,5422003,A.P. LLAY LLAY (1),-0.041250002552083345,0.1926162838935852,0,12,19,0.631578947368421,-70.9601793,-32.8436094
1982-2000,Otoño,SHAC_223,5422003,A.P. LLAY LLAY (1),0.0031111089888888883,0.8547770977020264,0,13,19,0.6842105263157895,-70.9601793,-32.8436094
1982-2000,Invierno,SHAC_223,5422003,A.P. LLAY LLAY (1),0.0053888896944444525,1,0,12,19,0.631578947368421,-70.9601793,-32.8436094
1982-2000,Primavera,SHAC_223,5422003,A.P. LLAY LLAY (1),-0.009999990272727313,0.9453298449516296,0,12,19,0.631578947368421,-70.9601793,-32.8436094
1982-2000,Verano,SHAC_223,5422005,A.P. LLAY LLAY (2),-0.10364582887500001,0.028567679226398468,1,9,19,0.47368421052631576,-70.9580564,-32.8447248
1982-2000,Otoño,SHAC_223,5422005,A.P. LLAY LLAY (2),0.0118749975625,0.7833642959594727,0,12,19,0.631578947368421,-70.9580564,-32.8447248
1982-2000,Invierno,SHAC_223,5422005,A.P. LLAY LLAY (2),0.018124999593749996,0.22413420677185059,0,16,19,0.8421052631578947,-70.9580564,-32.8447248
1982-2000,Primavera,SHAC_223,5422005,A.P. LLAY LLAY (2),0.02541666479166666,0.11201715469360352,0,13,19,0.6842105263157895,-70.9580564,-32.8447248
1982-2000,Verano,SHAC_224,5414008,PERFIL PUTAENDO (1),1.588999715666667,0.1735461950302124,0,8,19,0.42105263157894735,-70.7507077,-32.6911302
1982-2000,Otoño,SHAC_224,5414008,PERFIL PUTAENDO (1),1.1611763447058825,0.031823158264160156,1,10,19,0.5263157894736842,-70.7507077,-32.6911302
1982-2000,Invierno,SHAC_224,5414008,PERFIL PUTAENDO (1),1.16949985825,0.6021676063537598,0,9,19,0.47368421052631576,-70.7507077,-32.6911302
1982-2000,Primavera,SHAC_224,5414008,PERFIL PUTAENDO (1),0.9054165851785713,0.2514522075653076,0,9,19,0.47368421052631576,-70.7507077,-32.6911302
1982-2000,Verano,SHAC_224,5414009,PERFIL PUTAENDO (2),0.8966668458333329,1,0,5,19,0.2631578947368421,-70.7493271,-32.6969036
1982-2000,Otoño,SHAC_224,5414009,PERFIL PUTAENDO (2),2.205249784750001,1,0,5,19,0.2631578947368421,-70.7493271,-32.6969036
1982-2000,Invierno,SHAC_224,5414009,PERFIL PUTAENDO (2),0.5603573660714289,0.7071142196655273,0,6,19,0.3157894736842105,-70.7493271,-32.6969036
1982-2000,Primavera,SHAC_224,5414009,PERFIL PUTAENDO (2),0.5538462130769227,0.25965631008148193,0,6,19,0.3157894736842105,-70.7493271,-32.6969036
2000-2022,Verano,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.36409090469999994,9.729862213134766e-4,1,17,23,0.7391304347826086,-71.4098042,-32.9228445
2000-2022,Otoño,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.38972222133333323,2.1338462829589844e-5,1,20,23,0.8695652173913043,-71.4098042,-32.9228445
2000-2022,Invierno,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.38875001572500006,1.863241195678711e-4,1,16,23,0.6956521739130435,-71.4098042,-32.9228445
2000-2022,Primavera,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.39499998085416665,3.3867359161376953e-4,1,17,23,0.7391304347826086,-71.4098042,-32.9228445
2000-2022,Verano,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.1571428605714286,0.0081233978271484375,1,11,23,0.4782608695652174,-71.4244657,-32.9257078
